law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority
"Johnston Law Firm, LLC",https://johnstonlawkc.com,,,Kansas City,MO,Jackson,(816) 787-0310,,Criminal Defense,811 Grand Blvd #101 Ste A,64106,Kansas City,5
"Joseph, Hollander & Craft LLC",https://josephhollander.com/kansas-city/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,https://www.google.com/maps/place/?q=place_id:ChIJ2fDzKqrxwIcRI9-uJZLN304,,Kansas City,MO,Jackson,(816) 296-9191,,Personal Injury,926 Cherry St,64106,Kansas City,5
Joy J Michael Attorney,http://juris99.com,,,Kansas City,MO,Jackson,(816) 246-7600,,Criminal Defense,740 NW Blue Pkwy,64086,Kansas City,5
Jungle Law,https://www.junglelaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJl1PFcUDwwIcR8H6cOMdo9Dg,,Kansas City,MO,Jackson,(816) 816-9111,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,Personal Injury,,64108,Kansas City,5
"KC Defenders, LLC",http://kcdefenders.com/,https://www.google.com/maps/place/?q=place_id:ChIJI1AR6fTwwIcR3Vl-nLFUWJ0,,Kansas City,MO,Jackson,(816) 573-2523,info@kcdefenders.com,Criminal Defense,2750 Cherry St Ste. 102,64108,Kansas City,5
KC Defense Counsel,https://kcdefensecounsel.com/,https://www.google.com/maps/place/?q=place_id:ChIJv5phveb3wIcRS8bMGzi5G9A,,Kansas City,MO,Jackson,(816) 287-3787,,Personal Injury,2300 Main St Ste 900,64108,Kansas City,5
Kane Law Office,http://www.bkanelaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJtab2sljwwIcRjS-KiRX17qA,,Kansas City,MO,Jackson,(816) 229-2708,brandon@bkanelaw.com,Criminal Defense,1100 Main St Suite 2820,64105,Kansas City,5
Kansas City Accident Injury Attorneys,https://www.kansascityaccidentinjuryattorneys.com/,https://www.google.com/maps/place/?q=place_id:ChIJcdfsLWfwwIcRN1xIIXh3yZw,,Kansas City,MO,Jackson,(816) 441-4228,,Personal Injury,510 Walnut St suite 100,64106,Kansas City,5
Kansas City Divorce Attorney,http://kansascitydivorceattorney.org,,,Kansas City,MO,Jackson,(816) 974-0223,,General,506 Grand Blvd,64106,Kansas City,4
Karon D Ramsey Law Office,,https://www.google.com/maps/place/?q=place_id:ChIJL1dfE2_vwIcRIxV7lV4Ci-U,,Kansas City,MO,Jackson,(816) 333-1414,,Criminal Defense,1115 E 65th St,64131,Kansas City,5
"Keenan & Bhatia, LLC",https://keenanbhatia.com/,https://www.google.com/maps/place/?q=place_id:ChIJWX-h64rwwIcRemQs9VfhS54,,Kansas City,MO,Jackson,(816) 809-2100,hello@rfuenzalida.com,Workers' Compensation,4600 Madison Ave,64112,Kansas City,5
Kendall Law Group | Personal Injury Lawyer,https://www.kendallinjurylaw.com/?utm_source=google-local&utm_medium=organic&utm_campaign=2008,https://www.google.com/maps/place/?q=place_id:ChIJqWuoN2TxwIcR-dufCHvX2GU,,Kansas City,MO,Jackson,(816) 793-6739,,Personal Injury,117 W 20th St #201,64108,Kansas City,5
Kentner Law LLC,https://www.kentnerlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJOXlTfRp5pYsRDoRYuFA2AbM,,Kansas City,MO,Jackson,(573) 708-7870,jace@kentnerlaw.com,Personal Injury,107 W 9th St 2nd Fl #0449,64105,Kansas City,5
Kentner Wyatt LLC,,,,Kansas City,MO,Jackson,(816) 527-0010,,General,435 Nichols Rd Ste 200,64112,Kansas City,4
Kevin Hoop Law Offices,https://www.kevinhooplaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJjW-3Cd7owIcR_BU74lcYw1s,,Kansas City,MO,Jackson,(816) 523-4667,khoop@kevinhooplaw.com,Family Law,9229 Ward Pkwy #370,64114,Kansas City,4
Kevin McManus Law,https://www.kevinmcmanuslaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-kansas-city,https://www.google.com/maps/place/?q=place_id:ChIJu3ArXw7xwIcRVHBomZVGVEI,,Kansas City,MO,Jackson,(816) 441-4495,,Personal Injury,1100 Main St #2300,64105,Kansas City,5
"Kevin Puckett Attorney at Law, LLC",https://www.kevinpuckett.attorney/,https://www.google.com/maps/place/?q=place_id:ChIJeclhvIHvwIcRfTNX4jsaRkA,https://lawyers.justia.com/lawyer/kevin-w-puckett-1531621,Kansas City,MO,Jackson,(816) 384-1640,,Family Law,4700 Belleview Ave Suite 100C,64112,Kansas City,4
King Roy Jr,,,,Kansas City,MO,Jackson,(816) 333-0220,,General,1734 E 63rd St Ste 512,64110,Kansas City,4
Kivett Amanda - The Norris Law Firm,http://www.kivettlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJly29tqvpwIcRyoxOBq2a6m0,,Kansas City,MO,Jackson,(816) 942-1900,amanda@kivettlaw.com,Family Law,1600 Genessee St Ste 635,64102,Kansas City,4
Klein Mark J,http://www.kleinfranchiselaw.com,,,Kansas City,MO,Jackson,(816) 822-1495,,General,8301 State Line Rd,64114,Kansas City,4
Klenofsky & Steward,https://www.powerinjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4QRkM1nwwIcRGseCxQsqC2A,,Kansas City,MO,Jackson,(816) 441-5494,info@powerinjurylaw.com/,Personal Injury,4505 Madison Ave #210,64111,Kansas City,5
Klenofsky Law Firm,,,,Kansas City,MO,Jackson,(816) 865-5700,,General,4310 Madison Ave,64111,Kansas City,4
Kopit Law Firm,https://www.kopitlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJv_cfIctMWgoRSECSLCzc7QY,,Kansas City,MO,Jackson,(816) 878-4400,michael@kopitlaw.com,Personal Injury,,64131,Kansas City,5
Kotlyarov Law Group,http://www.disabilitylawkc.com,,,Kansas City,MO,Jackson,(913) 725-0735,,General,107 W 9th St Ste 318,64105,Kansas City,4
Krause & Kinsman Law Firm,https://krauseandkinsman.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/place/?q=place_id:ChIJB2nHNbHwwIcRCCZP0VToLwI,,Kansas City,MO,Jackson,(816) 200-2900,,Bankruptcy,4717 Grand Ave # 300,64112,Kansas City,2
Krause Law LLC,,,,Kansas City,MO,Jackson,(816) 735-0222,,General,1600 Genessee St Ste 460,64102,Kansas City,4
Krigel & Krigel,https://knmlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJKfYoJMrvwIcRsKdpb_Q4jxo,,Kansas City,MO,Jackson,(816) 756-5800,careers@knmlaw.com,Personal Injury,4520 Main St #700,64111,Kansas City,5
LG Law LLC,https://www.lglawllc.com/?npcmp=dir:local:4661533:64102,https://www.google.com/maps/place/?q=place_id:ChIJexy0mrLxwIcRQkH1PC8kA9o,,Kansas City,MO,Jackson,(816) 442-7002,lewis@lglawllc.com,Employment Law,1600 Genessee St #918,64102,Kansas City,3
LLC Gomez Law,,,,Kansas City,MO,Jackson,(816) 806-5131,,General,233 SW Greenwich Dr,64082,Kansas City,4
"Langley Law, LLC",https://berkowitz-cook.com/our-firm/jessica-r-langley/,https://www.google.com/maps/place/?q=place_id:ChIJeRV9kfDpwIcRFVEmGjHyRKE,,Kansas City,MO,Jackson,(816) 753-5000,,Family Law,9229 Ward Pkwy #370,64114,Kansas City,4
Lasalle James Of Office Law,,,,Kansas City,MO,Jackson,(816) 842-4343,,General,6314 Brookside Plz,64113,Kansas City,4
Law Firm,http://www.kansascitypersonalinjurylawfirm.com,,,Kansas City,MO,Jackson,(816) 470-0255,,Personal Injury,2600 Grand Blvd,64108,Kansas City,5
Law Firm of Roderick E Smith,,https://www.google.com/maps/place/?q=place_id:ChIJZZSn3t3lwIcRgZ3M05UMC8o,,Kansas City,MO,Jackson,(816) 898-4226,,Criminal Defense,3331 Woodland Ave,64109,Kansas City,5
"Law Office Of Daniel E. Stuart, P.A.",https://stuartlaw.net/,https://www.google.com/maps/place/?q=place_id:ChIJ2c_gYrv7wIcR5uAc59F1aR4,,Kansas City,MO,Jackson,(816) 688-8957,dan@stuartlaw.net,Personal Injury,2400 E Truman Rd suite 250,64127,Kansas City,5
Law Office Of Jessica Piedra,https://www.jpiedralaw.com/home,https://www.google.com/maps/place/?q=place_id:ChIJQ29m2zfwwIcRkKZ3flywHHs,,Kansas City,MO,Jackson,(816) 895-6363,info@jpiedralaw.com,Social Security Disability,,64105,Kansas City,1
Law Office Of Ronald K Barker,,,,Kansas City,MO,Jackson,(816) 246-7650,,General,211 suite J nw executive way,64063,Kansas City,4
Law Office of B. Jerome Wheeler,,,,Kansas City,MO,Jackson,(816) 806-6060,,General,5609 Wornall Rd,64113,Kansas City,4
Law Office of Eric Todd Ree,https://etrlawoffice.com/,https://www.google.com/maps/place/?q=place_id:ChIJc9tP7fDxwIcRMWWCfVfnef8,,Kansas City,MO,Jackson,(816) 807-0072,eric@etrlawoffice.com,Criminal Defense,50 E 13th St,64106,Kansas City,5
"Law Office of Jason Norbury, PC",http://www.norburylaw.com,,,Kansas City,MO,Jackson,(816) 272-5544,,General,230 SW Main St Ste 210,64063,Kansas City,4
Law Office of Jennifer Dodson,http://www.jdodsonlaw.com,,,Kansas City,MO,Jackson,(816) 977-2763,info@inductosense.com,DUI,435 Nichols Rd Ste 200,64112,Kansas City,5
"Law Office of Jill Turner, LLC",http://jillturnerlaw.com,,,Kansas City,MO,Jackson,(816) 804-7496,jillturnerlaw@gmail.com,Criminal Defense,104 W 9th St Ste 404,64105,Kansas City,5
"Law Office of Paul Samuel Franco, LLC",https://pfranco1.wixsite.com/website,,,Kansas City,MO,Jackson,(816) 920-6613,pfranco1@att.net,Social Security Disability,4519 Independence Ave,64124,Kansas City,1
Law Office of R. Brent Hankins P.C.,https://www.brenthankins.com/?utm_source=google-local&utm_medium=organic,https://www.google.com/maps/place/?q=place_id:ChIJ7XMRL2fwwIcRV21pqFoeCsc,,Kansas City,MO,Jackson,(816) 471-8419,brent@hankinslaw-pc.com,Personal Injury,117 W 20th St #201,64108,Kansas City,5
Law Office of Stephen W. Lynn,http://www.swlynnlaw.com,,,Kansas City,MO,Jackson,(816) 931-0760,,General,800 W 47th St Ste 301,64112,Kansas City,4
"Law Office of Talia Ravis, PA",http://www.erisakc.com,,,Kansas City,MO,Jackson,(816) 333-8955,talia@erisakc.com,Social Security Disability,9229 Ward Pkwy,64114,Kansas City,1
Law Office of Tom Ryan,,,,Kansas City,MO,Jackson,(816) 525-6200,,General,,64063,Kansas City,4
Law Office of Will M. Helixon,http://www.helixongroup.com,,,Kansas City,MO,Jackson,(913) 839-9762,info@helixongroup.com,Criminal Defense,435 Nichols Rd Ste 200,64112,Kansas City,5
Law Offices of Edward A Stump,https://stumpkcinjurylaw.com,,,Kansas City,MO,Jackson,(816) 214-5810,law.offices.edstump@gmail.com,Personal Injury,204 W Linwood Blvd,64111,Kansas City,5
"Law Offices of Leslie Lawson, LLC",http://www.leslielawson.com,https://www.google.com/maps/place/?q=place_id:ChIJly29tqvpwIcRzygcb3ewzTY,,Kansas City,MO,Jackson,(816) 524-3838,,General,9001 State Line Rd #220,64114,Kansas City,4
Law Offices of Nick A. Cutrera,,,,Kansas City,MO,Jackson,(816) 525-5226,,General,212 NE Tudor Rd,64086,Kansas City,4
"Law Offices of Richard D. Vandever, LLC",https://vandeverlawfirm.com/?utm_source=google-local&utm_medium=organic&utm_campaign=3044,https://www.google.com/maps/place/?q=place_id:ChIJ12yiNSTwwIcRNm2sF2PFrGM,,Kansas City,MO,Jackson,(816) 444-4994,,Personal Injury,800 E 101st Terrace #350,64131,Kansas City,5
Law Tigers Motorcycle Injury Lawyers - Kansas City,https://www.lawtigers.com,,,Kansas City,MO,Jackson,(816) 670-3230,,Personal Injury,605 West 47th Street,64112,Kansas City,5
Lawson Law Center,http://www.llckc.com,,,Kansas City,MO,Jackson,(816) 802-6677,kyle.godon@beamlocal.com,Social Security Disability,1600 Genessee St,64102,Kansas City,1
Legal Aid of Western Missouri,http://www.lawmo.org/,https://www.google.com/maps/place/?q=place_id:ChIJ7XMRL2fwwIcRNQZ5HDBe7zo,,Kansas City,MO,Jackson,(816) 474-6750,,General,4001 Dr. Martin Luther King Jr. Blvd #300,64130,Kansas City,4
Levy Craig Law Firm,http://levycraig.com,,,Kansas City,MO,Jackson,(816) 460-1825,,Family Law,1301 Oak St,64106,Kansas City,4
"Lewis Brisbois Bisgaard & Smith, LLP",http://www.lewisbrisbois.com/,https://www.google.com/maps/place/?q=place_id:ChIJ3RO6SNnvwIcRplEFlS6SI0E,,Kansas City,MO,Jackson,(816) 299-4244,,Business Law,4600 Madison Ave #700,64112,Kansas City,2
"Lewis Law Office, PC",,,,Kansas City,MO,Jackson,(816) 875-4516,,General,700 E Langsford Rd,64063,Kansas City,4
Lewis Rice,https://www.lewisrice.com/,https://www.google.com/maps/place/?q=place_id:ChIJBdKiumDwwIcRWsbpZc7Bngs,,Kansas City,MO,Jackson,(816) 421-2500,,General,1010 Walnut St # 500,64106,Kansas City,4
Linda F Dycus Law Office,,https://www.google.com/maps/place/?q=place_id:ChIJ26foVCvowIcRSn3JQ7zvVRY,,Kansas City,MO,Jackson,(816) 942-5400,,Criminal Defense,12500 Summit St,64101,Kansas City,5
Ludeman Law Firm,http://www.ludemanlaw.com,,,Kansas City,MO,Jackson,(816) 984-1677,info@ludemanlaw.com,Social Security Disability,700 E 8th St,64106,Kansas City,1
MABLAW- KC,,,,Kansas City,MO,Jackson,(816) 499-8800,,General,1100 Main St #1650,64105,Kansas City,4
MP Law,http://mplawkc.com,,,Kansas City,MO,Jackson,(816) 282-6064,,General,8080 Ward Pkwy,64114,Kansas City,4
Mann Law Firm P.A.,https://mannlawfirmkc.com,,,Kansas City,MO,Jackson,(913) 730-6266,,General,1821 Wyandotte St Ste 200,64108,Kansas City,4
"Mark A. Wortman, Attorney at Law, LC",https://www.mwortmanlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJjW-3Cd7owIcResHDginJ678,,Kansas City,MO,Jackson,(816) 523-6100,info@mwortmanlaw.com,Family Law,9229 Ward Pkwy #255,64114,Kansas City,4
Martin M Gorin Law Office,http://www.mgorinlaw.com,https://www.google.com/maps/place/?q=place_id:ChIJhzuubh7wwIcRbXlc9xq32Ao,,Kansas City,MO,Jackson,(816) 753-3444,,General,3261 Gillham Plaza,64109,Kansas City,4
"Martin, Pringle, Oliver, Wallace & Bauer, L.L.P.",http://www.martinpringle.com,https://www.google.com/maps/place/?q=place_id:ChIJvzVL4bXvwIcRE-FMHv42tAM,,Kansas City,MO,Jackson,(816) 753-6006,,Personal Injury,300 E 39th St Suite LL1,64111,Kansas City,5
Martinez Law Firm,http://www.martinezlaw.net,,,Kansas City,MO,Jackson,(816) 221-9967,,General,215 W 18th St,64108,Kansas City,4
Mashburn Law Office,http://mashburnpatentlaw.com,,,Kansas City,MO,Jackson,(816) 525-2233,,General,800 NE Vanderbilt Ln,64064,Kansas City,4
"Master Tax Relief | Tax Attorneys, Tax Debt Settlement, Free Consultation",https://resolveyourtaxesnow.com/,https://www.google.com/maps/place/?q=place_id:ChIJG4-716vpwIcRDuJ68QSDpCw,,Kansas City,MO,Jackson,(913) 392-5954,,Social Security Disability,800 E 101st Terrace #350,64131,Kansas City,1
Mauer Law Firm,http://www.mauerlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ0YCe8F3wwIcRbReT1QXvbUE,,Kansas City,MO,Jackson,(816) 759-3300,,Criminal Defense,1100 Main St #2100,64105,Kansas City,5
McCambridge Law,http://www.mccambridgelaw.com,,,Kansas City,MO,Jackson,(816) 389-8345,,General,1308 NE Windsor Dr,64086,Kansas City,4
McCausland Barrett & Bartalos,http://harrismccausland.com,,,Kansas City,MO,Jackson,(816) 523-3000,,General,9233 Ward Pkwy #270,64114,Kansas City,4
McDowell Rice Smith & Buchanan PC,https://mcdowellrice.com/,https://www.google.com/maps/place/?q=place_id:ChIJeW_J9bfvwIcRfUmLdSQBPUQ,,Kansas City,MO,Jackson,(816) 753-5400,info@mcdowellrice.com,Personal Injury,605 W 47th St #350,64112,Kansas City,5
McKinney Law Group LLC,https://www.chrisbmckinney.com/,https://www.google.com/maps/place/?q=place_id:ChIJv5y49c7vwIcR1uZP6cDTX7I,,Kansas City,MO,Jackson,(816) 416-7021,info@chrisbmckinney.com,DUI,601 E 63rd St Suite 448,64110,Kansas City,5
McNamara Kathleen Attorney-At-Law,,,,Kansas City,MO,Jackson,(816) 523-0600,,General,1441 E 104th St,64131,Kansas City,4
"McShane & Brady, LLC",http://www.mcshanebradylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJVYbIAV7wwIcRtKqFV9VTUGo,,Kansas City,MO,Jackson,(816) 888-8010,firm@mcshanebradylaw.com,Personal Injury,4006 Central St,64111,Kansas City,5
Mesothelioma Lawyer Center,https://www.mesotheliomalawyercenter.org/mesothelioma-lawyer/missouri/kansas-city/?utm_source=google&utm_medium=gmb&utm_campaign=kansas-city,https://www.google.com/maps/place/?q=place_id:ChIJU5mHMb7pwIcRLQwdGrJGbcw,,Kansas City,MO,Jackson,(816) 399-2347,,Personal Injury,400 E Red Bridge Rd Suite 205,64131,Kansas City,5
"Meyerkord, Russell & Hergott",https://www.kansascityinjuryfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJi4_NlLPwwIcRMwYVYaUrRvA,,Kansas City,MO,Jackson,(816) 221-7555,,General,105 E 5th St,64106,Kansas City,4
Mike Kinder Law Office,https://rymaps.xyz/business/mike-kinder-law-office-bk7cfz,https://www.google.com/maps/place/?q=place_id:ChIJ12yiNSTwwIcRI_6HF51Fnc4,,Kansas City,MO,Jackson,(816) 695-1703,,General,3100 Broadway Blvd Suite #103,64111,Kansas City,4
Miller Attorneys At Law,http://www.millerco.com,,,Kansas City,MO,Jackson,(816) 561-4999,,Social Security Disability,4929 Main St,64112,Kansas City,1
"Missouri DWI & Criminal Law Center at Benjamin Law Firm, LLC",https://www.dwicriminallawcenter.com/,https://www.google.com/maps/place/?q=place_id:ChIJ-yn2sjTvwIcRQJQ8msTrfuo,,Kansas City,MO,Jackson,(816) 800-9572,,Personal Injury,1475 Walnut St,64106,Kansas City,5
Mohlman Injury Law,https://mjminjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJhVC9IXPswIcRp7qqqg121Jo,,Kansas City,MO,Jackson,(816) 648-6000,,General,701 E 63rd St Suite 300,64110,Kansas City,4
Monge & Associates Injury and Accident Attorneys,https://www.becauseyouwanttowin.com/kansas-city-mo-personal-injury-lawyer/,https://www.google.com/maps/place/?q=place_id:ChIJd8nhZ9LxwIcRggUqbGHxg00,,Kansas City,MO,Jackson,(816) 239-2604,,Personal Injury,20 W 9th St Suite 602,64105,Kansas City,5
"Monsees & Mayer, Personal Injury Law Firm",https://monseesmayer.com/kansas-city-personal-injury-attorney/?utm_source=Google&utm_medium=Google+Business+Profile-KC&utm_campaign=GBP-KC,https://www.google.com/maps/place/?q=place_id:ChIJoQnh8rjvwIcRlrWuk_oCv1c,,Kansas City,MO,Jackson,(816) 368-8273,,Personal Injury,4717 Grand Ave Ste 820,64112,Kansas City,5
"Montee Law Firm, P.C.",https://www.monteelawfirm.com,,,Kansas City,MO,Jackson,(816) 533-3332,,Personal Injury,10200 Holmes Rd,64131,Kansas City,5
Mook Law Firm LLC,https://www.mooklawfirm.com/?utm_source=google-local&utm_medium=organic&utm_campaign=4137,https://www.google.com/maps/place/?q=place_id:ChIJ1e7WF3HxwIcRla6vYhxGtT0,,Kansas City,MO,Jackson,(816) 569-4793,ben@mooklawfirm.com,Personal Injury,1600 Genessee St ste 328 a,64102,Kansas City,5
"Moore Ramirez Law Firm, LLC",http://www.mooreramirezlawfirm.com,,,Kansas City,MO,Jackson,(816) 745-3556,mario@mooreramirezlawfirm.com,Criminal Defense,4743 Troost Ave,64110,Kansas City,5
More Than Conquerors Coaching and Consulting Firm,https://morethanconquerorscoachingandconsulting.com,,,Kansas City,MO,Jackson,(913) 701-7722,morethanconquerorscoach@gmail.com,Social Security Disability,107 W 9th St,64105,Kansas City,1
"Moreno Law, LLC",https://morenolawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJWc3GQV7wwIcRZM0eTJb73Tw,,Kansas City,MO,Jackson,(816) 200-0467,anthony@morenolawkc.com,Personal Injury,601 Walnut Suite 200 - 2nd Floor,64106,Kansas City,5
Murphy & Tobin,,https://www.google.com/maps/place/?q=place_id:ChIJeYLpdB7jwIcRIB91iJAA5BU,,Kansas City,MO,Jackson,(816) 737-1555,,Criminal Defense,4240 Blue Ridge Blvd,64133,Kansas City,5
Nash & Franciskato Law Firm,https://nashfranciskato.com/,https://www.google.com/maps/place/?q=place_id:ChIJA435C0DwwIcRtHyGB5L5OQs,,Kansas City,MO,Jackson,(816) 221-6600,,Personal Injury,2300 Main St Suite 170,64108,Kansas City,5
Nichols Law Firm,http://www.kcmolawfirm.com,,,Kansas City,MO,Jackson,(816) 421-2050,,General,920 Main St,64105,Kansas City,4
"Nigro Law Firm, LLC",http://www.nigrolawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJR3jbgtDvwIcRAkQpIFvE_kU,,Kansas City,MO,Jackson,(816) 753-4830,office@nigrolawfirm.com,Personal Injury,606 W 39th St,64111,Kansas City,5
"Norman and Graves, LLC",http://normanandgraves.com/,https://www.google.com/maps/place/?q=place_id:ChIJeVuIx87vwIcRT-TW9Z_3CgM,,Kansas City,MO,Jackson,(816) 895-8989,adam@ngkclaw.com,Personal Injury,4505 Madison Ave #220,64111,Kansas City,5
Ofodu Law Firm,http://ofodulaw.com,,,Kansas City,MO,Jackson,(816) 471-3401,,Intellectual Property,324 E 11th St,64106,Kansas City,1
Ogletree Deakins Law Firm,http://ogletreedeakins.com,,,Kansas City,MO,Jackson,(816) 471-1301,63cb1417881f4993b82e09c6129ad17a@o487278.ingest.sentry.io,Employment Law,1101 McGee St,64106,Kansas City,3
Oppenheimer Law,http://oppenheimer-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJseCM8C_xwIcRU6bs_17WewI,,Kansas City,MO,Jackson,(816) 375-6408,sebastian@aldusleaf.org,Business Law,3145 Broadway Blvd,64111,Kansas City,2
Parmele Law Firm,http://parmelelawfirm.com/kansas-city-missouri,,,Kansas City,MO,Jackson,(816) 531-3330,,General,2301 McGee St,64108,Kansas City,4
Paths Elder Law,https://elderlawmo.com,,,Kansas City,MO,Jackson,(816) 524-7999,kcmba-logo@2x.png,Medical Malpractice,3300 NE Ralph Powell Rd,64064,Kansas City,5
"Peterson & Associates, P.C.",https://www.petersonlawfirm.com/?utm_source=google&utm_medium=gmb,https://www.google.com/maps/place/?q=place_id:ChIJzcxsSLbvwIcRa3KHPq46REU,,Kansas City,MO,Jackson,(816) 399-3247,,Personal Injury,801 W 47th St #107,64112,Kansas City,5
"Plaza Injury Law, LLC",https://plazainjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ08z-K7jvwIcReP46ta7PfXc,,Kansas City,MO,Jackson,(816) 945-4409,donovan@plazainjurylaw.com,Personal Injury,420 Nichols Rd Second Floor,64112,Kansas City,5
Polsinelli,http://www.polsinelli.com/,https://www.google.com/maps/place/?q=place_id:ChIJO7U5xbfvwIcRX0WScW9MhfQ,,Kansas City,MO,Jackson,(816) 753-1000,,General,900 W 48th Pl,64112,Kansas City,4
Popham Injury Law,https://www.pophamlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP_Kansas_City,https://www.google.com/maps/place/?q=place_id:ChIJ9QZpS1_wwIcRWFqmxQotA-g,,Kansas City,MO,Jackson,(816) 221-2288,,Personal Injury,712 Broadway Blvd #100,64105,Kansas City,5
Pospisil Swift LLC,https://pslawkc.com/?utm_source=google-local&utm_medium=organic&utm_campaign=854,https://www.google.com/maps/place/?q=place_id:ChIJ-ysmfGbwwIcRj4gmOQ4lTKI,,Kansas City,MO,Jackson,(816) 895-6440,mts@pslawkc.com,Personal Injury,1600 Genessee St # 340,64102,Kansas City,5
Presley & Presley Trial Lawyers,https://www.presleyandpresley.com/?utm_source=GMB&utm_medium=organic&utm_campaign=kansas_city,https://www.google.com/maps/place/?q=place_id:ChIJ6dtPpr_vwIcRWNOnOG8Kgks,,Kansas City,MO,Jackson,(816) 307-6681,,Personal Injury,4801 Main St Suite 375,64112,Kansas City,5
Protzman Law Firm,http://propertylawfirm.com,,,Kansas City,MO,Jackson,(816) 421-5100,,Real Estate,1100 Main St,64105,Kansas City,2
"Quinn & Quinn Law, P.C.",https://quinnlawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJLzVZiSbpwIcRVUuNlBQNYyU,,Kansas City,MO,Jackson,(816) 444-7474,,Personal Injury,9229 Ward Pkwy Suite 260,64114,Kansas City,5
RS LAW,http://www.rslawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJveyJ7noewYcRKanHWl2JptM,,Kansas City,MO,Jackson,(816) 287-8080,info@rslawkc.com,Personal Injury,2405 Grand Blvd #1040,64108,Kansas City,5
"Ralph K Phalen, Attorney at Law",http://www.ralphkphalen.com,,,Kansas City,MO,Jackson,(816) 589-0753,,General,"1000 Broadway St, Suite 400",64105,Kansas City,4
"Rapp Law Firm, LLC",https://rapplawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ_bNPGaLxwIcRA4ZnO7G_VqY,,Kansas City,MO,Jackson,(816) 633-3463,,Social Security Disability,1600 Genessee St Suite 435,64102,Kansas City,1
Raysik Law Offices,,,,Kansas City,MO,Jackson,(816) 525-1919,,General,200 SW Market St,64063,Kansas City,4
Reaves Law Firm PC,http://reaveslawfirm.com,,,Kansas City,MO,Jackson,(816) 756-2100,,Estate Planning,4400 Madison Ave,64111,Kansas City,2
Reavey Law LLC,https://www.reaveylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJexy0mrLxwIcRdB1rB-RgBMY,,Kansas City,MO,Jackson,(816) 474-6300,,Workers' Compensation,1600 Genessee St # 303,64102,Kansas City,5
Redfearn Law Firm,https://www.redfearnlawfirm.com,,,Kansas City,MO,Jackson,(816) 421-5301,,Personal Injury,3731 NE Troon Dr,64064,Kansas City,5
Robert S. Thedinger Attorney at Law,http://www.rsthedinger.com,https://www.google.com/maps/place/?q=place_id:ChIJpcrISpzEwIcRE5brVVj5kMY,,Kansas City,MO,Jackson,(816) 322-2629,,General,903 E 104 St Suite 800,64131,Kansas City,4
Robert W McKinley Attorney,http://lathropgage.com,,,Kansas City,MO,Jackson,(816) 460-5636,,Employment Law,2345 Grand Blvd,64108,Kansas City,3
"Roberts Law Office, LLC",https://www.robertslawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJI2lwgeLvwIcR6Evy9gPwvCM,,Kansas City,MO,Jackson,(816) 381-9380,info@robertslawkc.com,Criminal Defense,3770 Broadway Blvd First Floor,64111,Kansas City,5
Royce Injury Lawyers,https://royceinjury.com/,https://www.google.com/maps/place/?q=place_id:ChIJt4XIfyHxwIcRDI3onNb6RFI,,Kansas City,MO,Jackson,(816) 656-2561,jason@royceinjurylawyers.com,Personal Injury,1222 Pennsylvania Ave #3112,64105,Kansas City,5
SWL Personal Injury Lawyers,https://swlinjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ9SxekNHxwIcRRcMBZ7YqAc0,,Kansas City,MO,Jackson,(844) 795-9467,attorney@swlinjurylaw.com,Personal Injury,1100 Main St #2890,64105,Kansas City,5
Sader Law Firm,https://www.saderlawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/place/?q=place_id:ChIJr6QZ1rXvwIcRv56knH5DJIY,,Kansas City,MO,Jackson,(816) 561-1818,abc_logo-gray@2x.png,Bankruptcy,2345 Grand Blvd #2150,64108,Kansas City,2
