law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
Osburn And Mueller LLC,https://www.osburnmuellerlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=14982,Wichita,KS,Sedgwick,(316) 239-7802,,General,"420 E English, Ste B",67202,Wichita,2,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Full Circle Estate Planning and Probate LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28600,Wichita,KS,Sedgwick,(316) 290-9534,,General,"8020 E. Central Ave, Ste 135",67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Robinson Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=22043,Wichita,KS,Sedgwick,(316) 260-9771,,General,445 N. Waco,67202,Wichita,2,2,KS Courts Registry,2026-08-17
"Allen, Gibbs & Houlik, LC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=15562,Wichita,KS,Sedgwick,(316) 291-4149,,General,"301 N Main, Ste 1700",67202,Wichita,2,,KS Courts Registry,2026-08-17
"Law Office of M. Kathryn Webb, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11680,Wichita,KS,Sedgwick,(316) 619-4785,,General,7430 E 26th St North,67226,Wichita,2,1,KS Courts Registry,2026-08-17
"Weber Law Office, PA",https://www.weberlawoffice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=12124,Wichita,KS,Sedgwick,(316) 265-7802,joseph@weberlawoffice.com,Family Law,727 N Waco St Ste 585,67203,Wichita,4,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Cindy L. Cleous LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13224,Wichita,KS,Sedgwick,(316) 262-4550,,General,727 N. Waco Ste 155,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Pistotnik Law Offices LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19888,Wichita,KS,Sedgwick,(316) 689-8035,,General,311 S Hillside,67211,Wichita,2,3,KS Courts Registry,2026-08-17
Kent Collins Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14228,Wichita,KS,Sedgwick,(316) 267-4300,,General,2160 W 21st St,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"Sedgwick County Courthouse, Div. 28",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10614,Wichita,KS,Sedgwick,(316) 660-5628,,General,525 N Main St Courtroom 6-1,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Prairie Legacy Family Offices LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15853,Wichita,KS,Sedgwick,(316) 261-5369,,General,302 N Rock Rd Ste 200,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Julie Connolly,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12520,Wichita,KS,Sedgwick,(316) 308-7830,,General,7077 E Central Ave #32,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Knopp Law Group PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22988,Wichita,KS,Sedgwick,(316) 265-5882,,General,310 W. Central Ave Ste 203,67202-1004,Wichita,2,,KS Courts Registry,2026-08-17
Cooper Law Offices LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20347,Andover,KS,Sedgwick,(316) 833-1154,,General,"1145 N. Andover Rd, Ste 107",67002,Wichita,2,2,KS Courts Registry,2026-08-17
Coultis Law LLC,https://www.coultislaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=21291,Wichita,KS,Sedgwick,(316) 260-9650,info@coultislaw.com,Estate Planning,1861 N Rock Rd Ste 202,67206,Wichita,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
David G. Crockett PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7207,Wichita,KS,Sedgwick,(316) 263-9662,,General,1005 North Market,67214-2971,Wichita,2,,KS Courts Registry,2026-08-17
Cummings & Cummings LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14560,Wichita,KS,Sedgwick,(316) 264-1548,,General,121 S Whittier St,67207,Wichita,2,2,KS Courts Registry,2026-08-17
Bureau Of Alcohol Tobacco Etal,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19898,Wichita,KS,Sedgwick,(816) 728-3795,,General,4610 E. 18th St,67214,Wichita,2,1,KS Courts Registry,2026-08-17
C4 Consulting LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19874,Wichita,KS,Sedgwick,(316) 992-1542,,General,1210 N. Hickory Creek Ct,67235,Wichita,2,1,KS Courts Registry,2026-08-17
Wealth Alliance Advisory Group LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30129,Wichita,KS,Sedgwick,(316) 221-3940,,General,10585 E 21st St N,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Robert W Baird,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22129,Wichita,KS,Sedgwick,(316) 609-5221,,General,8535 E 21st St N,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Gerald J. Domitrovic, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10129,Wichita,KS,Sedgwick,(316) 264-3711,,General,PO Box 48053,67201,Wichita,2,1,KS Courts Registry,2026-08-17
Eicher Holistic Legal Counsel,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12996,Andover,KS,Sedgwick,(316) 737-7382,,General,P.O. Box 515,67002,Wichita,2,1,KS Courts Registry,2026-08-17
Hartman Oil Co,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24026,Wichita,KS,Sedgwick,(316) 636-2090,,General,"10500 E. Berkeley Square Pkwy, Ste 100",67206,Wichita,2,1,KS Courts Registry,2026-08-17
Larry Cook Companies LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=27445,Wichita,KS,Sedgwick,(316) 260-4456,,General,4123 S Broadway Ave,67216,Wichita,2,1,KS Courts Registry,2026-08-17
McKinney Law Firm Inc,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13415,Eastborough,KS,Sedgwick,(316) 393-2066,,General,5 E Douglas Ave,67207,Wichita,2,1,KS Courts Registry,2026-08-17
T R Mc Lemore Law Chartered,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17519,Andover,KS,Sedgwick,(316) 613-2000,,General,PO Box 905,67002,Wichita,2,1,KS Courts Registry,2026-08-17
Alex Mitchell Law Office PA,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8204,Wichita,KS,Sedgwick,(316) 558-8002,,General,"7348 W. 21st St North, Ste 115-A",67205,Wichita,2,1,KS Courts Registry,2026-08-17
"Poschen Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=26034,Wichita,KS,Sedgwick,(316) 312-1376,,General,"13303 W. Maple, Ste 139, #132",67235,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Randall J. Price,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10593,Wichita,KS,Sedgwick,(316) 267-4878,,General,330 N. Main St,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Keith Richey,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9416,Andover,KS,Sedgwick,(316) 267-6800,,General,403 E Crescent Lakes Dr,67002-9356,Wichita,2,,KS Courts Registry,2026-08-17
Donna M. Schmidt Attorney at Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10472,Wichita,KS,Sedgwick,(316) 683-5500,,General,405 S Roosevelt St,67218-1233,Wichita,2,,KS Courts Registry,2026-08-17
"Conlee Schmidt & Emerson, LLP",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11524,Wichita,KS,Sedgwick,(316) 264-3300,,General,200 West Douglas Ste 300,67202,Wichita,2,3,KS Courts Registry,2026-08-17
Walker Lane & Reed LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15318,Bel Aire,KS,Sedgwick,(316) 734-6785,,General,4015 N Woodlawn Ste 1,67220,Wichita,2,1,KS Courts Registry,2026-08-17
"Law Office of Mark T. Schoenhofer, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=15781,Wichita,KS,Sedgwick,(316) 262-5400,,General,1631 E 1st St,67214,Wichita,2,1,KS Courts Registry,2026-08-17
"Scott Law, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12206,Wichita,KS,Sedgwick,(316) 266-4383,,General,"310 W Central, Ste 211",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Carla J Stovall Steckline,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11433,Garden Plain,KS,Sedgwick,(316) 655-7999,,General,138 Blue Bells Ct,67050,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Eric S. Strickler,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11871,Wichita,KS,Sedgwick,(316) 687-3700,,General,111 S Whittier,67207,Wichita,2,1,KS Courts Registry,2026-08-17
Graybill & Hazlewood L.L.C.,https://www.graybillhazlewood.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=15652,Wichita,KS,Sedgwick,(316) 202-2016,,Personal Injury,218 N Mosley St,67202,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Sedgwick County Div 21 (Judge),,,https://directory-kard.kscourts.gov/Home/Details?regNum=12008,Wichita,KS,Sedgwick,(316) 660-5621,,General,525 N Main,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Mark Donley,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16104,Wichita,KS,Sedgwick,(316) 687-9191,,General,"3450 N Rock Road, Ste 403",67226,Wichita,2,1,KS Courts Registry,2026-08-17
"Sean Durr, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=17720,Wichita,KS,Sedgwick,(316) 975-6373,,General,"802 W. University Ave, Apt 1",67213,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Sean M. Dwyer,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14997,Wichita,KS,Sedgwick,(316) 689-4268,,General,121 S. Whittier St,67207,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of William J. Fields,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11310,Andover,KS,Sedgwick,(316) 641-5355,,General,PO Box 224,67002-0224,Wichita,2,,KS Courts Registry,2026-08-17
Geeding Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13277,Wichita,KS,Sedgwick,(316) 685-0236,,General,2525 E Central,67214,Wichita,2,1,KS Courts Registry,2026-08-17
Family Legacy Consulting,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9843,Wichita,KS,Sedgwick,(316) 619-5527,,General,1480 N. Stratford,67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Gulledge Law Firm, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=16602,Wichita,KS,Sedgwick,(316) 265-2227,,General,"10333 E. 21st St N, Ste 301",67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Scott J Gunderson, Attny",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10308,Wichita,KS,Sedgwick,(316) 618-3800,,General,"1861 N Rock Rd, Ste 211",67206,Wichita,2,1,KS Courts Registry,2026-08-17
"Ray Hodge & Associates, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=16180,Wichita,KS,Sedgwick,(316) 269-1414,,General,250 N Rock Rd Ste 100,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Sedgwick Co. D.A.'s Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18828,Wichita,KS,Sedgwick,(316) 660-3623,,General,"525 N. Main, Ste 235",67203,Wichita,2,2,KS Courts Registry,2026-08-17
"Craig Kennedy, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=7777,Wichita,KS,Sedgwick,(316) 204-9731,,General,236 N Belmont,67208,Wichita,2,,KS Courts Registry,2026-08-17
"Eric J. Kidwell, Attorney And Counselor At Law LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=15037,Wichita,KS,Sedgwick,(316) 262-0028,,General,1421 N. Saint Paul St,67203,Wichita,2,1,KS Courts Registry,2026-08-17
The Law Office of David J. Lund L.L.C.,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11618,Wichita,KS,Sedgwick,(316) 655-4376,,General,PO Box 635,67201,Wichita,2,1,KS Courts Registry,2026-08-17
"Law Office Of Michael A. Priddle, LLC",https://www.priddlelaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=18825,Wichita,KS,Sedgwick,(316) 425-5691,contact@sansoxygen.com,Business Law,445 N. Waco St.,67202,Wichita,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Ann T. Rider Attorney At Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12507,Wichita,KS,Sedgwick,(316) 265-7600,,General,2527 N Cranbrook Ct,67226,Wichita,2,1,KS Courts Registry,2026-08-17
The Center for Peace and Forgiveness,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16354,Wichita,KS,Sedgwick,(316) 267-3223,,General,"PO Box 12066 4425 W. Zoo Blvd, Ste 1",67277-2066,Wichita,2,,KS Courts Registry,2026-08-17
Michael Snider,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12377,Wichita,KS,Sedgwick,(316) 619-7589,,General,8701 E Brookhollow Ln,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Tallgrass Management LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25753,Wichita,KS,Sedgwick,(316) 689-4290,,General,"111 S Whittier, Ste 5100",67207,Wichita,2,1,KS Courts Registry,2026-08-17
"Yoder Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=30973,Wichita,KS,Sedgwick,(620) 203-6679,,General,8405 W. 16th St N,67212,Wichita,2,1,KS Courts Registry,2026-08-17
Law Offices of Joe G. English,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15128,Wichita,KS,Sedgwick,(316) 265-7723,,General,"801 E. Douglas Ave, 2nd Floor",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Protect LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=23145,Wichita,KS,Sedgwick,(316) 927-4290,,General,4600 W Kellogg Dr Ste 100,67209,Wichita,2,1,KS Courts Registry,2026-08-17
"Lrico Services, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21184,Wichita,KS,Sedgwick,(316) 847-4886,,General,2416 E. 37th St N,67219,Wichita,2,1,KS Courts Registry,2026-08-17
Lawrence Gurney,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12112,Wichita,KS,Sedgwick,(316) 655-3128,,General,266 N Main Ste 100,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Elizabeth Lea Henry,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10104,Wichita,KS,Sedgwick,(316) 660-5665,,General,525 N Market,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"Michael D. Hepperly Law Office, Chtd.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=9542,Wichita,KS,Sedgwick,(316) 267-5330,,General,310 W. Central Ste 119,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Hess Law, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12777,Wichita,KS,Sedgwick,(316) 263-4933,,General,121 S. Whittier St.,67207,Wichita,2,1,KS Courts Registry,2026-08-17
"Joel P. Hesse, Attorney At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=13190,Wichita,KS,Sedgwick,(316) 686-0472,,General,315 N Ridgewood,67208,Wichita,2,1,KS Courts Registry,2026-08-17
"Jay C. Hinkel, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11054,Bel Aire,KS,Sedgwick,(316) 633-0157,,General,4800 N Indian Oak St,67226,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Linda K. Howerton,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15277,Goddard,KS,Sedgwick,(620) 326-3774,,General,PO Box 47,67052,Wichita,2,1,KS Courts Registry,2026-08-17
Shultz Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26468,Wichita,KS,Sedgwick,(316) 269-2284,,General,445 N Waco Ave,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Kansas Family Voice,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28808,Wichita,KS,Sedgwick,(785) 542-0220,,General,8918 W 21st N Ste 268,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Jerome R. Jones,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14849,Wichita,KS,Sedgwick,(316) 262-5015,,General,400 N Woodlawn Ste 16A,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Kansas Department for Children and Families,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14900,Wichita,KS,Sedgwick,(316) 665-0942,,General,2601 S Oliver St,67210,Wichita,2,1,KS Courts Registry,2026-08-17
Alan Joseph Attorney,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7549,Wichita,KS,Sedgwick,(316) 651-5757,,General,7701 E Kellogg Ste 895,67207,Wichita,2,1,KS Courts Registry,2026-08-17
"Anna M. Jumpponen, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=25805,Wichita,KS,Sedgwick,(316) 866-0103,,General,"8918 W. 21st  Street, Ste 200, #158",67205,Wichita,2,1,KS Courts Registry,2026-08-17
Jorgensen & Keiter Chtd,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9376,Wichita,KS,Sedgwick,(316) 267-0200,,General,PO Box 3416,67201,Wichita,2,1,KS Courts Registry,2026-08-17
Juvenile Courthouse,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13730,Wichita,KS,Sedgwick,(316) 660-5603,,General,1900 E Morris,67211-2730,Wichita,2,,KS Courts Registry,2026-08-17
Kelly Law Offices,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18821,Wichita,KS,Sedgwick,(316) 262-3741,,General,510 North Topeka,67214,Wichita,2,1,KS Courts Registry,2026-08-17
Kiefer Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20653,Wichita,KS,Sedgwick,(316) 214-9203,,General,"4601 E Douglas Ave, Ste 204",67218,Wichita,2,1,KS Courts Registry,2026-08-17
"Jordan Kieffer, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=25037,Maize,KS,Sedgwick,(316) 706-2265,,General,5560 N Wandering Way,67101,Wichita,2,,KS Courts Registry,2026-08-17
Law Offices of J. Greg Kite,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11328,Wichita,KS,Sedgwick,(316) 269-9432,,General,"129 East 2nd Street North, Suite 201",67202-2004,Wichita,2,,KS Courts Registry,2026-08-17
"Robert R. Lee II, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12050,Wichita,KS,Sedgwick,(316) 655-0617,,General,14214 E Cascades Ct,67230,Wichita,2,,KS Courts Registry,2026-08-17
HJH Investments,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29917,Wichita,KS,Sedgwick,(586) 615-9607,,General,300 W Douglas Ste 1031,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Lovett Law Group, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=29581,Wichita,KS,Sedgwick,(785) 670-6650,,General,920 N Tyler Rd Ste 304,67212,Wichita,2,1,KS Courts Registry,2026-08-17
"The Law Office of David L Miller, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=26928,Wichita,KS,Sedgwick,(316) 201-6414,,General,"300 W Douglas Ave, Ste 425",67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Wendie C. Miller, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21781,Kechi,KS,Sedgwick,(402) 440-6314,,General,PO Box 203,67067,Wichita,2,1,KS Courts Registry,2026-08-17
Moore Law Offices,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14104,Wichita,KS,Sedgwick,(316) 259-9090,,General,P.O. Box 8042,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Moses Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10239,Bel Aire,KS,Sedgwick,(316) 641-6780,,General,5975 Forbes Ct,67220-6401,Wichita,2,,KS Courts Registry,2026-08-17
Law Office Of Jess Myers,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7129,Wichita,KS,Sedgwick,(316) 773-6800,,General,1660 N Tyler Rd,67212,Wichita,2,1,KS Courts Registry,2026-08-17
Cottonwood Midstream LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=23292,Wichita,KS,Sedgwick,(303) 598-7557,,General,2609 N Wilderness Ct,67226,Wichita,2,1,KS Courts Registry,2026-08-17
"Clark R. Nelson Law Office, LC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=8133,Wichita,KS,Sedgwick,(316) 644-5176,,General,P.O. Box 780625,67278,Wichita,2,,KS Courts Registry,2026-08-17
Newton Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15641,Wichita,KS,Sedgwick,(316) 680-2965,,General,300 W Douglas Ste 445,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Nguyen Law Offices, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=20310,Wichita,KS,Sedgwick,(316) 262-8085,,General,1518 N Broadway Ave,67214,Wichita,2,1,KS Courts Registry,2026-08-17
"Frank M. Ojile, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11991,Wichita,KS,Sedgwick,(316) 263-5267,,General,727 N Waco Ave Ste 165,67203-3952,Wichita,2,,KS Courts Registry,2026-08-17
"Rodney R. Peer, P.a.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=8662,Wichita,KS,Sedgwick,(316) 269-4038,,General,1041 N Waco,67203-3950,Wichita,2,,KS Courts Registry,2026-08-17
Peggs Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7067,Wichita,KS,Sedgwick,(316) 640-4955,,General,PO Box 1134,67201,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of James A. Peter,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18478,Wichita,KS,Sedgwick,(316) 789-0090,,General,1616 E Mt Vernon Rd,67211,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Dennis L Phelps,https://www.dennisphelpslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=9933,Wichita,KS,Sedgwick,(316) 267-9892,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Personal Injury,833 N Waco,67203,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Potter Law Office LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16907,Wichita,KS,Sedgwick,(316) 858-6200,,General,"345 N Riverview St, Ste 120",67203,Wichita,2,1,KS Courts Registry,2026-08-17
Powell Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11376,Wichita,KS,Sedgwick,(316) 640-5709,,General,727 N Waco Ste 585,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Linda I. Priest,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21588,Wichita,KS,Sedgwick,(316) 665-0912,,General,1005 N. Market,67214,Wichita,2,1,KS Courts Registry,2026-08-17
"Douglas S. Pringle, Attny At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10232,Wichita,KS,Sedgwick,(316) 650-5038,,General,10 St. James Place,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Kathleen R. Reeves LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12092,Wichita,KS,Sedgwick,(316) 219-9290,,General,"255 N Water, Ste B PO Box 2140",67201-2140,Wichita,2,,KS Courts Registry,2026-08-17
"Sevenfold, A Hutton Company",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24002,Wichita,KS,Sedgwick,(316) 500-6650,,General,111 N Sycamore,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"Law Office of Andrew Rowe, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=25919,Wichita,KS,Sedgwick,(316) 202-0131,,General,727 N Waco #585,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"James P. Rupper, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=20625,Wichita,KS,Sedgwick,(316) 680-0127,,General,2124 N Malcolm,67208,Wichita,2,1,KS Courts Registry,2026-08-17
"Harker E Russell, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=8607,Wichita,KS,Sedgwick,(316) 841-8907,,General,51 E Via Roma St,67230,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of John Joseph Seiwert,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12137,Wichita,KS,Sedgwick,(316) 619-7588,,General,2108 W Polo Cir,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"Sharon A. Self, Esq.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=10986,Wichita,KS,Sedgwick,(316) 250-0166,,General,120 N Rainbow Lake Rd,67235,Wichita,2,1,KS Courts Registry,2026-08-17
US Courts,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22037,Wichita,KS,Sedgwick,(316) 315-4380,,General,401 N. Market,67202,Wichita,2,1,KS Courts Registry,2026-08-17
RedGuard/Lange Shared Services,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28629,Wichita,KS,Sedgwick,(316) 376-0128,,General,444 W 47th Street,67217,Wichita,2,1,KS Courts Registry,2026-08-17
KS Dept For Children & Families,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20343,Wichita,KS,Sedgwick,(316) 337-6596,,General,2601 S Oliver St,67210,Wichita,2,1,KS Courts Registry,2026-08-17
Patterson Legal Group,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20395,Wichita,KS,Sedgwick,(316) 550-0000,,General,6800 W Kellogg Dr,67209,Wichita,2,2,KS Courts Registry,2026-08-17
Connie Nordboe-Tinker,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10772,Wichita,KS,Sedgwick,(316) 253-8944,,General,PO Box 771178,67277,Wichita,2,1,KS Courts Registry,2026-08-17
Torline Law Office LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13199,Wichita,KS,Sedgwick,(316) 358-9390,,General,111 S Whittier St,67207,Wichita,2,1,KS Courts Registry,2026-08-17
WichitaDivorce LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=15590,Wichita,KS,Sedgwick,(316) 337-5583,,General,"Ste 211, Office Park Plaza 4601 E Douglas",67218,Wichita,2,1,KS Courts Registry,2026-08-17
Krista Turner,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25032,Wichita,KS,Sedgwick,(316) 992-1100,,General,4015 W May St,67209,Wichita,2,1,KS Courts Registry,2026-08-17
"Kirby A. Vernon, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11872,Wichita,KS,Sedgwick,(316) 269-2323,,General,8918 W 21st St N Ste 200 #307,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Weiser Law Group Inc,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18215,Wichita,KS,Sedgwick,(316) 260-7070,,General,940 N Main St,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Jana C Werner Attorney at Law,https://www.wernerlawfirm.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=11947,Wichita,KS,Sedgwick,(505) 690-1609,,Personal Injury,12724 E Bradford Ct,67206,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
